name,tags,image_url
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DEL ROSARI (CANYAMELAR),historical religious,
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DEL SAGRAT COR,historical religious,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mislata%2C_pla%C3%A7a%2C_l%27Horta%2C_Pa%C3%ADs_Valenci%C3%A0.jpg
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DELS SOCORS,historical religious,
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DELS DESEMPARATS I SANT ISIDRE,historical religious,https://upload.wikimedia.org/wikipedia/commons/0/09/Iglesia_de_la_Virgen_de_los_Desamparados_y_San_Isidro_Labrador.jpg
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU (MONTOLIVET),historical religious,https://upload.wikimedia.org/wikipedia/commons/f/f1/Vista_de_Mont-Olivet_des_de_l%27altra_banda_del_riu.JPG
ESGLÉSIA PARROQUIAL DE SANT AGUSTÍ,historical religious,https://upload.wikimedia.org/wikipedia/commons/f/f8/Esgl%C3%A9sia_de_sant_Agust%C3%AD_d%27Alfara_de_la_Baronia%2C_Camp_de_Morvedre.JPG
ESGLÉSIA PARROQUIAL DE SANT ANDREU APÒSTOL,historical religious,https://upload.wikimedia.org/wikipedia/commons/b/b4/Iglesia_de_Alcudia_de_Carlet.JPG
ESGLÉSIA PARROQUIAL DE SANT ANTONI ABAD,historical religious,https://upload.wikimedia.org/wikipedia/commons/a/a5/Esgl%C3%A9sia_Sant_Antoni_Abat_d%27Alginet_%28Pa%C3%ADs_Valenci%C3%A0%29.jpg
ESGLÉSIA PARROQUIAL DE SANT ANTONI DE PÀDUA,historical religious,https://upload.wikimedia.org/wikipedia/commons/5/57/Convent_dels_Franciscans_%28Carcaixent-Pa%C3%ADs_Valenci%C3%A0%29.jpg
ESGLÉSIA PARROQUIAL DE SANT BERNAT MÀRTIR (POBLE NOU),historical religious,
CONVENT DEL CORPUS CHRISTI,historical religious,https://upload.wikimedia.org/wikipedia/commons/9/93/Corpus_Barcelona_2006.jpg
ESGLÉSIA PARROQUIAL DE SANT ISIDOR BISBE,historical religious,
PALAU DE CERVERÓ,historical,https://upload.wikimedia.org/wikipedia/commons/9/90/Val%C3%A8ncia_Palau_de_la_M%C3%BAsica.jpg
PALAU DE LA BATLIA O PALAU DELS JÀUDENES,historical,
PALAU DE LA GENERALITAT,historical,https://upload.wikimedia.org/wikipedia/commons/f/f3/Palau_generalitat9.jpg
PALAU DE LA REIAL MESTRANÇA DE CAVALLERIA ,historical,
CASA CARRER DEL PORTAL DE LA VALLDIGNA 12,historical,https://upload.wikimedia.org/wikipedia/commons/0/03/Bandera_de_X%C3%A0tiva_%28roja%29.svg
PALAU DEL MARQUÉS DE CARO,historical,https://upload.wikimedia.org/wikipedia/commons/e/ec/Regne_valencia_1441.svg
PALAU DEL MARQUÉS DE CASTELLFORT ,historical,https://upload.wikimedia.org/wikipedia/commons/c/c4/Palacio_de_Fuentehermosa_de_Joaqu%C3%ADn_Mar%C3%ADa_Arnau_Miram%C3%B3n_en_Valencia.jpg
PALAU DEL MARQUÉS DE LA SCALA,historical,https://upload.wikimedia.org/wikipedia/commons/b/b4/131_Palau_de_la_Scala%2C_pl._Manises_%28Val%C3%A8ncia%29.JPG
PALAU DELS COMTES D'ALMANSA,historical,
PALAU DELS COMTES D'OLIVA (HUI DELS DE DAIA NOVA),historical,
PALAU DELS EXARCHS,historical,
PALAU DELS FERNÁNDEZ DE CÓRDOVA,historical,
INSTITUT D'EDUCACIÓ SECUNDÀRIA SOROLLA,historical science,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_the_Valencian_Community_%282x3%29.svg
MUVIM,museum modern art science,https://upload.wikimedia.org/wikipedia/commons/e/e0/Museu_Valenci%C3%A0_de_la_Il%C2%B7lustraci%C3%B3_i_de_la_Modernitat%2C_Val%C3%A8ncia%2C_Pa%C3%ADs_Valenci%C3%A0.JPG
JARDÍ D'AIORA,nature park,https://upload.wikimedia.org/wikipedia/commons/0/04/Palauet_d%27Aiora.jpg
PALAU DE JUSTÍCIA,historical,https://upload.wikimedia.org/wikipedia/commons/4/4f/Palau_de_justicia_val%C3%A8ncia.jpg
PLAÇA DE BOUS,historical art,https://upload.wikimedia.org/wikipedia/commons/2/21/Bous_Alboc%C3%A0sser.jpg
PRESÓ DE SANT VICENT MÀRTIR,historical religious,https://upload.wikimedia.org/wikipedia/commons/b/b2/Vicente_de_Zaragoza_by_Tom%C3%A1s_Giner%2C_1462%E2%80%931466.jpg
GALERIA DEL TOSSAL,museum historical art,https://upload.wikimedia.org/wikipedia/commons/5/54/Val%C3%A8ncia%2C_pla%C3%A7a_del_Tossal.JPG
ESGLÉSIA DE SANTA CATERINA,historical religious,https://upload.wikimedia.org/wikipedia/commons/d/dc/Santa_caterina_vista.jpg
PALAU DE BENICARLÓ,historical,https://upload.wikimedia.org/wikipedia/commons/a/a4/25.12.2021_in_Valencia._19.jpg
ANTIC HOSPITAL GENERAL,historical,https://upload.wikimedia.org/wikipedia/commons/1/14/Valencia.Hospital_de_los_Pobres_Inocentes.jpg
CASA DE LES ROQUES,historical museum,https://upload.wikimedia.org/wikipedia/commons/0/04/Casa_de_les_Roques%2C_exterior.jpg
PALAU DELS COMTES D'ALPONT,historical,
ESGLÉSIA PARROQUIAL DE SANT NICOLAU,historical religious art,https://upload.wikimedia.org/wikipedia/commons/f/f8/La_Pobla_de_Farnals._Ajuntament_1.JPG
ESGLÉSIA PARROQUIAL DE SANT ESTEVE,historical religious,https://upload.wikimedia.org/wikipedia/commons/6/6f/Russafa._Esgl%C3%A9sia.png
PALAU DELS VALERIOLA,historical,https://upload.wikimedia.org/wikipedia/commons/7/74/Palau_dels_Catal%C3%A0_de_Valeriola_P1390970.JPG
ESGLÉSIA DE SANT JOAN DE LA CREU,historical religious,https://upload.wikimedia.org/wikipedia/commons/0/09/Esgl%C3%A9sia_de_Sant_Joan_de_la_Creu_P1400122.JPG
PALAU DE PENYALBA,historical,
PALAU DELS BOÏL D'ARENÓS,historical,https://upload.wikimedia.org/wikipedia/commons/2/2e/Palau_dels_Bo%C3%AFl_d%27Aren%C3%B3s%2C_seu_de_la_Borsa_de_Val%C3%A8ncia.jpg
ESGLÉSIA PARROQUIAL DE SANT MARTÍ,historical religious,https://upload.wikimedia.org/wikipedia/commons/8/8c/Artana_09.JPG
PALAU DE PINEDA,historical,https://upload.wikimedia.org/wikipedia/commons/e/ec/Palau_de_Pineda_de_Val%C3%A8ncia.JPG
COL·LEGI DE LES ESCOLES PIES,historical science,
MUSEU DEL COL·LEGI DE L'ART MAJOR DE LA SEDA,museum historical art,https://upload.wikimedia.org/wikipedia/commons/8/8b/Colegio_del_Arte_Mayor_de_la_Seda%2C_Valencia_02.jpg
PALAU DELS PESCARA,historical,https://upload.wikimedia.org/wikipedia/commons/0/01/Palacio_de_los_Pescara_de_Pelegr%C3%ADn_Mustieles_Cano_en_Valencia.jpg
TEATRE PRINCIPAL,historical art modern,https://upload.wikimedia.org/wikipedia/commons/d/de/Teatro_Principal_en_la_calle_de_las_Barcas_n%C3%BAmero_15_de_Valencia.jpg
PLAÇA REDONA,historical,https://upload.wikimedia.org/wikipedia/commons/7/7b/Pla%C3%A7a_Redona_Val%C3%A8ncia.JPG
ASIL DEL MARQUÉS DE CAMPO,historical,
BENEFICÈNCIA,historical museum,https://upload.wikimedia.org/wikipedia/commons/c/cb/Centre_cultural_la_Benefic%C3%A8ncia_de_Val%C3%A8ncia.jpg
MUSEU BENLLIURE,museum historical art,https://upload.wikimedia.org/wikipedia/commons/3/3c/Casa_Benlliure_de_Val%C3%A8ncia%2C_fa%C3%A7ana.JPG
SALÓ DE RACIONISTES,historical,https://upload.wikimedia.org/wikipedia/commons/2/2a/Fachada001.jpg
MERCAT DE COLOM,historical modern food,https://upload.wikimedia.org/wikipedia/commons/e/e7/Ajuntament_Sant_Celoni.jpg
PALAU DEL MARQUÉS DE DOSAIGÜES,historical museum art,https://upload.wikimedia.org/wikipedia/commons/2/2e/Pla%C3%A7a_marededeu_mar_muntanya.jpg
PORT COPA DE L'AMÈRICA,modern,
BASÍLICA,historical religious,https://upload.wikimedia.org/wikipedia/commons/e/eb/Mare_de_D%C3%A9u_dels_Desemparats_P1130833.jpg
PALAU DE CERVELLÓ,historical,https://upload.wikimedia.org/wikipedia/commons/7/7e/Palau_de_Cervell%C3%B3%2C_a_Val%C3%A8ncia.JPG
CASA CONSISTORIAL I ENTORN URBANÍSTIC - I,historical,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_the_Valencian_Community_%282x3%29.svg
CASA CONSISTORIAL I ENTORN URBANÍSTIC - II,historical,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_the_Valencian_Community_%282x3%29.svg
ESTACIÓ DEL TRENET - ESTACIÓ DEL PONT DE FUSTA,historical modern,https://upload.wikimedia.org/wikipedia/commons/d/d0/Estaci%C3%B3_de_Machado_del_MetroVal%C3%A8ncia.jpg
ASIL DE SANT JOAN DE DÉU,historical,https://upload.wikimedia.org/wikipedia/commons/9/99/SanJuan10w.jpg
FINCA ROJA,historical modern,https://upload.wikimedia.org/wikipedia/commons/8/83/Val%C3%A8ncia%2C_finca_Roja.JPG
REIAL COL·LEGI DEL CORPUS CHRISTI (PATRIARCA),historical religious science,https://upload.wikimedia.org/wikipedia/commons/e/e6/Patriarca_fa%C3%A7ana.jpg
ASIL DE LACTÀNCIA,historical,https://upload.wikimedia.org/wikipedia/commons/9/98/Exterior_del_antiguo_Asilo_de_Lactancia%2C_actual_Balneario_de_la_Alameda_01.jpg
LLOTJA,historical gothic,https://upload.wikimedia.org/wikipedia/commons/f/fa/Valencia%2C_loggia_della_seta%2C_interno%2C_sala_delle_contrattazioni%2C_01%2C0.jpg
TORRES DE QUART,historical gothic,https://upload.wikimedia.org/wikipedia/commons/9/9d/Torres_de_Cuart%2C_Valencia%2C_Espa%C3%B1a%2C_2014-06-30%2C_DD_89.JPG
IVAM,museum modern art,https://upload.wikimedia.org/wikipedia/commons/3/36/Fachada_del_IVAM_febrero_2018.jpg
PALAU DEL MARQUÉS DE CAMPO,historical,https://upload.wikimedia.org/wikipedia/commons/e/e0/Palacio_Marques_de_Campo1.JPG
REIAL CONVENT DE SANT DOMÉNEC,historical religious,https://upload.wikimedia.org/wikipedia/commons/a/a6/Lacartujapuig.JPG
PORTA DELS JUEUS,historical,https://upload.wikimedia.org/wikipedia/commons/f/fd/Social_Lab_2023_-_67.jpg
JARDÍ BOTÀNIC,nature park science,https://upload.wikimedia.org/wikipedia/commons/1/16/Jardinbotanicodevalencia400.JPG
CASA ORDEIG,historical,https://upload.wikimedia.org/wikipedia/commons/8/8a/Casa_Ordeig_de_Val%C3%A8ncia.JPG
CASA DELS DRACS,historical modern,https://upload.wikimedia.org/wikipedia/commons/4/4e/Val%C3%A8ncia_Edifici_del_Nord.jpg
EDIFICI ALONSO,historical modern,https://upload.wikimedia.org/wikipedia/commons/f/f0/Edifici_Alonso%2C_Val%C3%A8ncia.JPG
BIOPARC,nature park science,https://upload.wikimedia.org/wikipedia/commons/3/31/Bioparc_Valencia_II_%282787453634%29.jpg
PORTADA DEL PALAU DELS DUCS DE MANDAS,historical,
L'ALMODÍ,historical museum,https://upload.wikimedia.org/wikipedia/commons/0/03/Entrada_al_Museu_de_l%27Almod%C3%AD_de_X%C3%A0tiva.JPG
ESTACIÓ DEL NORD,historical modern,https://upload.wikimedia.org/wikipedia/commons/d/db/Estaci%C3%B3n_del_Norte_%28Valencia%29_nocturna.jpg
MERCAT CENTRAL,historical modern food,https://upload.wikimedia.org/wikipedia/commons/8/86/Mercat_fa%C3%A7ana5.jpg
MUSEU D'HISTÒRIA DE VALÈNCIA,museum historical,https://upload.wikimedia.org/wikipedia/commons/6/6e/Museu_d%27Hist%C3%B2ria_de_Val%C3%A8ncia.jpg
ESGLÉSIA DE SANT JOAN DEL MERCAT,historical religious,https://upload.wikimedia.org/wikipedia/commons/6/63/Iglesia_de_los_Juanes%2C_Valencia%2C_Espa%C3%B1a%2C_2014-06-29%2C_DD_19.JPG
ESGLÉSIA DE LA MARE DE DÉU DEL CARME (PARES CARMELITES),historical religious,
PALAU DE L'ALMIRALL,historical,https://upload.wikimedia.org/wikipedia/commons/8/86/Palau_de_l%27Almirall_de_Val%C3%A8ncia.jpg
PALAU DE LA MÚSICA,modern art,https://upload.wikimedia.org/wikipedia/commons/9/90/Val%C3%A8ncia_Palau_de_la_M%C3%BAsica.jpg
PALAU DE CONGRESSOS,modern,https://upload.wikimedia.org/wikipedia/commons/9/90/Val%C3%A8ncia_Palau_de_la_M%C3%BAsica.jpg
PALAU DELS MARQUESOS DE MALFERIT O DELS COMTES DE BRIZUELA,historical,
REIAL ESGLÉSIA DEL SANTÍSSIM CRIST DEL SALVADOR O ESGLÉSIA DEL SALVADOR,historical religious,
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DE LA BONA GUIA,historical religious,https://upload.wikimedia.org/wikipedia/commons/7/71/Bandera_de_Banyeres_de_Mariola.svg
ESGLÉSIA PARROQUIAL DE LA MARE DEL DÉU DEL PUIG,historical religious,https://upload.wikimedia.org/wikipedia/commons/f/f8/La_Pobla_de_Farnals._Ajuntament_1.JPG
INSTITUT VALENCIÀ D'ONCOLOGIA - IVO,modern science,
MONESTIR DE LA PURITAT (ANTIGA CONFRARIA DE SANT JAUME),historical religious,
EDIFICI D'HABITATGES - CASA FERRER,historical modern,
ESGLÉSIA PARROQUIAL DE SANT JOAN DE LA RIBERA,historical religious,https://upload.wikimedia.org/wikipedia/commons/0/09/Esgl%C3%A9sia_de_Sant_Joan_de_la_Creu_P1400122.JPG
ESGLÉSIA DE SANT VICENT DE LA ROQUETA (ACTUAL ESGLÉSIA PARROQUIAL DE CRIST REI),historical religious,
CATEDRAL,historical gothic religious art,https://upload.wikimedia.org/wikipedia/commons/b/bf/Valencia_cathedral_2022_-_north_fa%C3%A7ade_dawn.jpg
TORRES DELS GUARDES DE L'ALBEREDA,historical,
PALAUET I JARDINS DE MONFORTE,nature park historical,
RECTORAT DE LA UNIVERSITAT DE VALÈNCIA (ANTIGA FACULTAT DE CIÈNCIES),historical science,
PONT DE L'EXPOSICIÓ,modern,https://upload.wikimedia.org/wikipedia/commons/0/0a/Pont_albereda_valencia.jpg
PARC DE CAPÇALERA,nature park,https://upload.wikimedia.org/wikipedia/commons/9/9a/Valencia-Barris-Clau-La_Punta.png
DRASSANES,historical,https://upload.wikimedia.org/wikipedia/commons/8/8d/Esgl%C3%A9sia_de_Santa_Maria_del_Mar_del_Grau.JPG
MUSEU SANT PIUS V,museum historical art,
CASA MUSEU BLASCO IBÁÑEZ,museum historical art,https://upload.wikimedia.org/wikipedia/commons/c/c6/Casa_Museu_de_Blasco_Ib%C3%A1%C3%B1ez%2C_Val%C3%A8ncia.JPG
ANTIC MONESTIR DE SANT MIQUEL DELS REIS,historical religious,
PONT DE LA TRINITAT,historical,https://upload.wikimedia.org/wikipedia/commons/2/2e/Estaci%C3%B3_de_Serrer%C3%ADa_%28Metroval%C3%A8ncia%29.jpg
PALAU I ESGLÉSIA DEL TEMPLE,historical religious,https://upload.wikimedia.org/wikipedia/commons/9/9a/Iglesia_y_palacio_del_Temple_en_Valencia.jpg
EDIFICI DEL PUNT DE GANXO,historical modern,https://upload.wikimedia.org/wikipedia/commons/9/98/Val%C3%A8ncia%2C_Museo_de_la_Ciudad-PM_51918.jpg
CIUTAT DE LES ARTS I LES CIÈNCIES,modern science art,https://upload.wikimedia.org/wikipedia/commons/a/ac/Ciutat_de_les_Arts_i_les_Ci%C3%A8ncies.jpg
